"gene","min_ari","max_ari","ave_ari","moved:total reads","average_moved","total_reads","total_edpl","branch_length","pairwise_percent_identity","ave_phylo_div","Convex Phylum-Taxa in Tree","Total Taxa in Tree","Phylo Diversity","Abundance Weighted Phylo Diversity"
"COG0841",0.85920023899328,1,0.95710333059912,0.260494526236316,1380.1,5368,495.421,326.6063,35.6,9.6083,12,1280,80.5156,2.27356
"COG0855",0.942213750842082,1,0.981695783174513,0.346137732390678,1321.9,3975,260.282,115.1591,55.7,4.50365,10,811,34.736,1.50244
"COG0860",1,1,1,0.339102734271303,1277.4,3971,573.226,417.5983,41.1,12.0618,11,1390,124.79,2.20899
"COG1001",0.857916158417631,1,0.965318225567629,0.204378283712785,350.1,1720,90.1896,150.1659,37.4,4.47533,6,487,38.7641,1.6857
"COG1027",0.878827068159341,1,0.951530827263736,0.214534515516149,677.5,3196,33.0376,105.0202,54.5,2.58765,13,576,22.0332,1.2633
"COG1052",-0.0718251906699475,0.927570399390562,0.261361367776189,0.230620985010707,646.2,2828,158.189,374.6974,36.6,7.86136,11,1421,76.9419,2.12443
"COG1053",0.119055440047268,1,0.647622176018907,0.394227994227994,819.6,2180,360.648,267.0774,40.1,7.85738,18,1267,81.9699,2.43673
"COG1066",0.791455218497516,1,0.946394639771097,0.488734353268428,702.8,1522,189.962,144.9783,56.7,3.20086,17,1059,40.3541,1.56901
"COG1080",1,1,1,0.194343978453251,1010.2,5311,206.122,175.9933,48.6,6.64155,15,880,57.8436,1.82497
"COG1088",1,1,1,0.377410679984633,1964.8,5393,140.923,330.8378,49.8,5.63556,11,1622,44.2046,1.55252
"COG1104",1,1,1,0.274381510416667,842.9,3232,199.328,0,48.6,4.94645,15,1509,62.3846,1.62001
"COG1108",1,1,1,0.272621208192896,1051.5,3939,98.6872,386.8534,31.2,9.88523,8,1364,69.8896,3.20373
"COG1116",1,1,1,0.1849869071865,635.8,3471,448.837,727.0061,35.8,15.8563,9,1271,155.264,3.37879
"COG1117",1,1,1,0.286714399363564,1081.2,2865,57.301,152.0546,64.8,3.19221,10,1194,31.6525,0.944667
"COG1119",0.930809590129191,1,0.986245449416915,0.297688974482427,618.3,2187,78.4699,122.9467,42.1,3.99405,11,515,30.0171,2.26516
"COG1120",0.0646853088116219,1,0.483782970732348,0.250012422360248,1006.3,1037,127.525,454.7221,39.7,11.4021,14,1358,105.87,2.28974
"COG1122",1,1,1,0.238279232755441,2583.9,6223,525.761,456.5577,35.4,18.7402,8,1238,125.316,2.06796
"COG1123",0.384599224289882,1,0.527425884073072,0.271244495188387,1663,4861,738.49,290.0562,37.5,11.9711,7,988,86.0064,1.916
"COG1126",0.228145248544232,1,0.9019177383895,0.181920229281108,1523.4,5458,173.409,204.6762,61.2,8.51981,10,1250,61.9696,1.10529
"COG1131",0.157213222232296,1,0.91572132222323,0.259965375459857,1201.3,1404,79.1754,504.7803,39.5,11.9045,10,1837,104.417,2.15602
"COG1132",1,1,1,0.292184585174276,2975.9,2483,176.073,494.764,38.7,14.4212,12,1665,136.14,1.77774
"COG1134",1,1,1,0.229780380673499,784.7,2624,110.177,261.3759,41.4,5.69738,8,992,53.94,1.94808
"COG1136",1,1,1,0.227757323515287,4268.4,5889,269.63,457.979,49.7,19.2394,13,1826,117.953,1.54698
"COG1160",0.298999317509129,1,0.859799863501826,0.312878435025617,1343.5,1887,82.8374,260.8794,47.3,7.90858,26,1441,53.3197,2.1878
"COG1168",0.965350606004214,1,0.996535060600421,0.144920913884007,1236.9,7949,236.793,259.7411,39.6,11.0081,9,838,85.539,2.21808
"COG1171",0.0694025069156956,1,0.575990091278428,0.35794761392178,997.6,1965,69.3081,313.2631,40.9,4.26152,12,1304,42.0672,1.77108
"COG1173",0.384599224289882,1,0.631560337158158,0.36232121922626,3090.6,5721,992.261,311.0273,38.2,19.9457,10,1267,168.769,2.20173
"COG1175",0.784523182855034,1,0.978452318285503,0.164227967661891,4103.4,14414,2151.12,646.2084,27.8,51.0979,8,1188,262.409,3.67707
"COG1177",1,1,1,0.257099811676083,682.6,2431,71.6187,238.4851,36.8,7.04987,9,907,49.1614,2.87417
"COG1178",0.514299658068442,1,0.788039773020825,0.211360799001248,338.6,1510,136.37,297.448,26.4,6.9702,6,912,56.9009,2.87233
"COG1181",0.00398622855527904,1,0.900398622855528,0.26940390363988,1532.1,3203,144.093,0,40.7,9.96103,16,1553,94.7682,2.26974
"COG1186",1,1,1,0.264691558441558,978.3,2672,50.6278,0,53.3,4.25913,19,1318,33.0215,1.83936
"COG1187",0.870597617990642,1,0.948239047196257,0.261950889840054,1162.8,1404,62.7341,341.4352,43.8,8.77465,10,1536,75.4952,2.29588
"COG1197",1,1,1,0.224323857253953,2596.1,4294,113.759,285.4948,45.3,9.97808,26,1480,68.7702,2.32605
"COG1198",0.430372977501718,1,0.758008129548173,0.269085266735629,1820.9,2483,129.327,0,38.2,10.0338,19,1519,84.0654,3.10963
"COG1200",0.965527912878331,1,0.989658373863499,0.246303972366149,1426.1,3334,127.059,309.5519,50.7,7.23984,24,1447,70.6309,1.98762
"COG1207",0.861079118976322,1,0.943901630119492,0.207969397513548,652.4,2406,39.8488,0,47.9,3.79437,17,1255,34.9239,1.75247
"COG1211",0.165979073243647,1,0.582989536621824,0.221334172435494,703.4,1641,81.7959,0,44.3,7.54033,17,1300,77.288,2.15186
"COG1216",0.315110682127027,1,0.878586791972401,0.578810020876827,1109,2070,1437.58,695.9229,29,13.0807,11,1387,202.218,3.85751
"COG1219",1,1,1,0.245934440187314,577.7,2087,41.7501,129.9471,67.3,2.76873,25,1189,25.124,1.14934
"COG1268",1,1,1,0.166564282580079,379.6,2409,75.8844,287.0301,35.5,5.8849,4,865,55.1478,2.34413
"COG1278",0.203897814063735,1,0.6667617277927,0.264027630180659,496.9,1834,270.875,654.146,44,12.0677,7,1258,104.074,5.39174
"COG1301",0.962757967165762,1,0.996275796716576,0.24296631757713,858.4,2764,88.5382,240.1509,36.3,10.3703,9,1030,62.4695,3.01237
"COG1316",1,1,1,0.220158866466295,1025.5,4819,363.703,230.6814,34.3,10.0704,7,742,89.1002,2.61131
"COG1322",1,1,1,0.23168115942029,799.3,2871,77.6462,253.4337,29,6.16746,12,909,34.6513,3.55765
"COG1327",0.514788472619491,1,0.765261437192023,0.20051775147929,271.1,1119,24.3394,168.4751,49.7,3.05624,15,957,25.3126,1.71434
"COG1328",1,1,1,0.246870335356752,2480.8,10163,261.271,145.8925,31.7,9.62688,11,805,47.8928,2.44851
"COG1349",0.384599224289882,1,0.875769563034219,0.227945574162679,1524.5,4082,212.761,380.1445,33.6,17.5008,8,1115,135.019,2.47996
"COG1364",0.587391336156268,1,0.93041859880105,0.190836804240818,504,2150,45.9394,197.9059,49.9,3.24836,20,1021,27.7729,1.53984
"COG1368",0.416886667383478,1,0.883377333476695,0.306326500516148,2077.2,5618,693.838,430.5725,22.8,20.1679,12,880,137.168,4.47885
"COG1373",0.735378618798492,1,0.867689309399246,0.29049583401405,7112.5,26764,2410.07,243.6324,26.9,25.2723,7,654,114.625,3.70435
"COG1396",0.384599224289882,1,0.726939557283779,0.478315182575272,1493.3,2967,962.878,344.9403,33.4,14.5043,7,1058,156.975,2.18549
"COG1451",1,1,1,0.308785942492013,386.6,1393,117.865,267.2637,38.9,4.27388,6,940,57.563,2.3086
"COG1454",0.118523146427071,1,0.38296620249895,0.283509961848241,2675.2,4641,130.049,357.0192,38.5,12.5653,10,1195,83.5702,2.09518
"COG1464",1,1,1,0.158143888740305,591.3,3233,91.9352,192.82,44.6,6.24572,8,897,58.1242,1.75398
"COG1472",0.164226180090461,1,0.34762158165447,0.447455120016137,6655,4276,1495.86,617.6784,26.7,37.7522,14,1412,308.932,2.84798
"COG1473",0.921798851759401,1,0.976279427638599,0.221303451828954,859.1,1825,173.232,393.3107,40.3,11.6831,11,1354,128.285,2.55091
"COG1476",1,1,1,0.392385651420189,2942.5,2948,855.651,0,34.6,23.5334,11,1308,206.193,1.79081
"COG1477",1,1,1,0.260004910385465,1059,2891,192.099,382.6771,35.3,10.227,11,1085,90.3358,3.34059
"COG1484",1,1,1,0.274779366065879,2210.6,5473,372.629,375.7683,30.7,14.9672,6,1040,111.66,3.03303
"COG1486",1,1,1,0.242413294797688,671,2795,101.344,97.11347,36.8,6.48477,5,405,40.5358,2.46278
"COG1530",0.802683886981985,1,0.960536777396397,0.335791366906475,1306.9,2936,61.7775,203.6748,44.7,4.19887,22,967,37.2898,1.33975
"COG1544",1,1,1,0.374649796656123,829.1,1921,62.6302,340.0363,29.5,5.16082,20,1349,43.601,2.55351
"COG1546",0.861096175331386,1,0.916461184224144,0.205558553696708,380.9,1578,83.8944,249.2904,45.2,4.39377,4,963,52.4624,1.87417
"COG1570",0.0261391018851045,1,0.574516775364436,0.18721241305511,349.9,1213,38.613,305.4644,43,5.58146,12,1387,57.0663,2.69155
"COG1619",0.0134937841931132,1,0.782173739515752,0.287239819004525,317.4,1115,67.5813,243.6895,33.3,4.7982,14,788,49.1032,3.16272
"COG1660",0.148567705765543,1,0.829713541153109,0.216508484325568,752.8,3018,103.84,194.2987,50.1,5.4654,11,962,44.3791,1.86323
"COG1670",0.79103213535077,1,0.958206427070154,0.294564885496183,964.7,1427,323.894,830.0882,28.2,18.1138,14,1664,206.312,3.82735
"COG1674",0.795462804116945,1,0.959092560823389,0.322660748560461,2689.7,6378,298.479,204.6067,55.1,9.7993,21,1107,69.1389,1.95348
"COG1702",0.136020993996009,1,0.689287761327973,0.345339097541205,1278.1,2898,144.048,106.414,67.3,3.17142,21,945,32.0095,1.02389
"COG1847",0.382322429426739,1,0.660364512671773,0.309597637504614,838.7,2834,116.419,189.6246,35.7,4.94725,14,666,44.5123,2.29767
"COG1854",1,1,1,0.21304347826087,465.5,2266,36.1462,73.33952,46.2,3.68161,1,466,24.4413,2.49887
"COG1937",1,1,1,0.276164383561644,403.2,1673,67.9095,143.8513,41.3,4.23752,12,705,30.0993,1.89548
"COG1940",0.910384596996996,1,0.955192298498498,0.227766482718559,3136.8,5593,916.849,626.942,30.2,31.5752,13,1500,219.729,3.09632
"COG1966",1,1,1,0.27551314368023,1530.2,5613,238.562,160.1864,34.7,8.80764,7,745,51.2846,2.73103
"COG1968",0.86106232233232,1,0.963366096594722,0.257206498951782,981.5,2231,78.1869,278.2464,44,6.50312,14,1353,51.2243,2.72091
"COG1971",0.553285076644195,1,0.821314030657678,0.175231379462318,397.6,2345,73.8482,195.9131,36.8,4.9488,11,535,50.4613,1.68342
"COG2011",0.228145248544232,1,0.845629049708846,0.167182076364784,529.8,3087,37.3701,171.5632,47.1,5.88719,7,809,46.5229,2.05529
"COG2145",1,1,1,0.198974049487025,329.7,1693,51.3081,180.5211,43.3,4.62787,8,665,38.4307,2.19753
"COG2148",0.963211455254617,1,0.985284582101847,0.230066033842344,1114.9,1946,300.173,910.627,33.8,18.6037,8,1620,192.172,3.26548
"COG2182",0.315110682127027,1,0.776042352705648,0.505804063632068,6422.7,11526,9144.55,531.4668,23.7,52.3838,12,1140,376.385,3.0092
"COG2184",0.0335820895522387,1,0.710074626865672,0.26321892393321,567.5,2304,118.854,156.1527,30,6.47748,3,407,40.0719,3.07455
"COG2186",0.157213222232296,1,0.79011125767667,0.213977362463806,812.9,2886,311.57,372.2659,33,11.6875,6,960,95.7751,2.45001
"COG2199",1,1,1,0.243178768450872,1631,5657,1294.77,412.1145,43.6,16.0828,5,824,140.426,1.54519
"COG2207",0.476871437804806,1,0.685569360339936,0.374992863260063,1313.6,2878,921.198,523.9872,25.1,14.7704,9,1011,154.597,2.23738
"COG2233",1,1,1,0.236836628511967,2276,7381,180.259,202.5212,37.1,12.1628,9,1016,67.5146,2.74386
"COG2256",0.955142239750109,1,0.988748173352442,0.211490815890645,990.2,2449,41.5368,215.1772,51.4,6.11252,18,1371,47.0774,1.71333
"COG2262",1,1,1,0.219171483622351,1137.5,1958,45.8791,242.8249,51.4,5.55789,25,1364,46.8485,1.6878
"COG2274",0.832963458381468,1,0.935682806895386,0.229182437547313,1211,3812,687.048,588.2037,25.6,16.953,15,1220,154.728,2.72658
"COG2759",1,1,1,0.20720043972151,1130.9,5577,85.8934,115.3581,59.4,4.42928,14,783,31.9324,2.80657
"COG2812",0.0654506043572505,1,0.6261802417429,0.526755852842809,1575,3443,380.246,116.1933,65.2,5.07231,7,712,42.8832,1.37364
"COG2826",0.96342063249542,1,0.989236917786917,0.218065904082275,4155.9,21595,974.453,224.2871,31.5,11.7921,9,577,103.008,1.70139
"COG2848",1,1,1,0.167418923436978,1001.5,6017,59.898,96.23157,54.1,2.84282,7,404,22.0803,0.783882
"COG2860",1,1,1,0.188794326241135,399.3,1516,28.6941,262.553,36.9,5.87292,9,879,35.9862,3.29094
"COG2865",1,1,1,0.255302405280193,4022.8,16238,1513.57,331.8886,21.2,24.7406,7,602,148.454,3.01058
"COG2884",1,1,1,0.211635750421585,627.5,2292,39.992,178.3234,50,4.37465,11,952,32.501,1.50628
"COG2962",0.118590957521709,1,0.845300905982617,0.206263982102908,276.6,1125,110.185,457.0045,28,9.69522,7,1064,78.4099,4.59319
"COG2966",0.896601005569609,1,0.97220508479804,0.235218390804598,1023.2,4659,221.265,222.7495,25.4,9.96282,6,704,63.0635,3.81499
"COG3010",0.650805996433995,1,0.863673369961619,0.304774396642183,580.9,1976,138.723,72.2795,49.2,3.13848,5,369,30.4026,1.68438
"COG3250",0.929091375066229,1,0.964355516419012,0.293273844933571,7394.9,18902,2830.23,471.2584,26.4,35.2468,5,865,251.847,2.60579
"COG3263",0.754170021085718,1,0.910949344072581,0.24242029928432,372.6,1560,72.8472,130.4489,44.2,3.09032,9,465,29.8918,2.1672
"COG3274",0.0379300312750019,1,0.801493141370557,0.358213096559378,645.5,2065,365.785,415.8831,22.8,9.17634,4,654,114.888,3.11899
"COG3328",1,1,1,0.257252419955324,3454.9,14478,698.912,144.6747,35.5,9.62831,6,567,65.6418,2.5948
"COG3345",0.97411892763136,1,0.98705946381568,0.185746082621083,2086.3,11385,357.614,177.1323,33.9,11.1444,7,468,69.5419,2.72747
"COG3464",0.712866627227284,1,0.95711197134185,0.344966035904901,2843.9,10526,1329.51,301.6737,21.9,12.5112,3,613,119.129,3.1431
"COG3525",0.65109412108358,1,0.930218824216716,0.387235708692247,2967,8296,1703.34,196.6342,34.2,12.9471,11,521,110.501,1.98314
"COG3547",0.0749327223798096,1,0.814986544475962,0.245990922844175,2601.6,8823,979.154,0,23.4,19.7937,9,1010,157.55,2.60001
"COG3581",1,1,1,0.283275862068966,1314.4,4772,278.202,53.21585,28.7,3.10425,8,126,18.6184,0.816589
"COG3610",0.416886667383478,1,0.766754666953391,0.218357715903728,462.7,2241,185.943,171.1868,28.8,6.11574,3,455,53.8226,2.46962
"COG3619",1,1,1,0.214730290456432,414,2180,66.0163,243.1449,28,4.47707,10,648,41.4643,3.20401
"COG3710",0.728507922675277,1,0.945950659835353,0.318568011218345,3862,12425,10037,520.2175,19,38.8233,3,343,177.022,6.56932
"COG3711",0.441162279613834,1,0.776464911845534,0.267475837266802,1190,4489,491.508,309.9047,18.9,14.467,3,591,132.852,3.45101
"COG3764",0.896967050730309,1,0.949122232589385,0.313729891507669,1677.2,6064,1045.9,249.3632,32.2,10.5147,3,575,98.548,2.69877
"COG3839",0.840495962523533,1,0.959137652204406,0.323488506857253,1674.7,4523,260.156,151.3835,62.6,4.52872,8,886,54.5314,0.872322
"COG3842",0.433642992019849,1,0.888545490051348,0.218633276740238,515.1,1943,76.51,286.3542,51.1,4.12765,8,1224,42.3405,1.59054
"COG3973",0.964267029349155,1,0.974986920544408,0.270088863679334,1428.5,5465,197.264,208.6437,28.7,7.15389,5,446,54.1306,3.27832
"COG4108",0.728863807744104,1,0.822851483141311,0.395137647479442,1105.2,2406,161.932,87.40583,58.6,3.31306,18,867,24.3243,1.28323
"COG4152",0.79103213535077,1,0.958206427070154,0.245208585247884,1622.3,5374,969.951,340.4939,32.9,18.6403,7,814,135.333,2.16821
"COG4468",0.796885392740269,1,0.939823225048607,0.184826999432785,651.7,3548,64.4702,60.79076,55.1,3.0656,3,276,23.0793,1.98782
"COG4535",0.920156982785959,1,0.991088729171493,0.262298578199052,1106.9,4305,509.876,56.9453,52.6,3.1332,1,307,21.3453,0.664561
"COG4536",1,1,1,0.36032223796034,2035.1,5703,782.754,87.49036,41.8,5.12331,7,408,28.924,1.12278
"COG4565",0.503468337711936,1,0.934378230328385,0.429185254754637,1827.9,4380,1249.78,130.5412,36.4,6.97878,6,348,51.4459,1.34709
"COG4584",1,1,1,0.241662406706881,2363.7,10797,661.997,361.9448,23.6,12.8876,11,756,108.358,2.30955
"COG4585",0.222885063070517,1,0.488735912691701,0.20137982940291,802.7,4450,733.218,339.0345,35.7,10.3,2,884,91.3179,2.40534
"COG4589",1,1,1,0.377244359097456,785.8,2113,529.42,42.198,45.1,3.937,3,156,18.1528,1.2232
"COG4608",1,1,1,0.208269230769231,1516.2,4929,342.278,232.5231,56.3,10.0453,13,1077,76.4279,1.42818
"COG4626",1,1,1,0.271719792438844,733.1,2797,200.114,246.4616,23.2,9.22289,7,569,77.1913,3.45356
"COG4667",1,1,1,0.188791593695271,754.6,4087,149.785,145.0206,33.8,7.85391,4,481,56.2175,2.61556
"COG4716",1,1,1,0.146803069053708,803.6,5500,49.4391,41.42935,46.9,2.59333,3,223,15.9708,0.73518
"COG4868",1,1,1,0.138408104196816,478.2,3480,59.1941,34.97359,56.3,2.36749,9,183,16.7049,1.01123
"COG4943",0.164107557486331,1,0.554016414303659,0.252408652972187,1388.5,5562,1307.38,122.5429,27.3,8.67338,4,232,40.6539,1.67177
"COG4973",0.877473224628095,1,0.987747322462809,0.350884672777659,1646,4882,1366.85,193.1479,42,10.2435,12,553,64.5359,1.68701
"COG4974",0.553285076644195,0.653263827036117,0.613272326879348,0.43213644524237,962.8,1397,752.717,641.7758,40.2,13.2568,13,1746,173.982,2.66744
"COG4987",0.517118908935929,1,0.903423781787186,0.326928961748634,1495.7,3812,1060.55,334.9841,32.3,12.5787,12,861,102.904,2.03772
"COG4988",1,1,1,0.199587416193914,774,4005,175.016,248.6007,34.5,7.14767,9,754,56.169,2.48127
"COG4992",0.900036702485574,1,0.990003670248557,0.184547866911615,904.1,1422,26.3248,307.2049,47.1,6.6117,19,1505,50.09,1.89993
"COG5000",0.265414183668629,0.550853243728819,0.374628545510371,0.37491103202847,1474.9,3075,1647.37,551.6898,27.2,20.1794,9,929,145.061,3.57243
"COG5002",1,1,1,0.384576845621101,7829.6,4125,901.28,463.2067,43.9,36.5132,9,1723,253.019,1.76739
"COG5006",1,1,1,0.222323630981746,901.3,1083,70.0694,782.842,20.7,17.7344,10,1592,149.628,4.58803
"COG5009",0.735556967369734,1,0.865746756715872,0.227764255910987,1310.1,5811,587.92,152.6768,43.4,7.44758,6,745,52.0367,2.02027
"COG5492",1,1,1,0.415313573883162,1933.7,4829,1695.37,233.9498,21.3,10.4891,4,326,84.6705,1.46599
